CustomerKey;Prefix;FirstName;LastName;BirthDate;MaritalStatus;Gender;EmailAddress;AnnualIncome;TotalChildren;EducationLevel;Occupation;HomeOwner
11698;MR.;JACKSON;WRIGHT;1964-11-25;M;M;jackson51@adventure-works.com;50000;4;Bachelors;Skilled Manual;Y
11699;MR.;CHASE;PETERSON;1963-03-16;S;M;chase5@adventure-works.com;60000;4;Bachelors;Skilled Manual;N
11700;MR.;XAVIER;RICHARDSON;1963-11-25;S;M;xavier76@adventure-works.com;60000;4;Bachelors;Professional;N
11701;MR.;DAVID;HAYES;1963-08-24;M;M;david56@adventure-works.com;60000;4;Bachelors;Professional;Y
11702;MRS.;JENNY;ZHOU;1963-10-17;S;F;jenny11@adventure-works.com;60000;4;Bachelors;Professional;Y
11703;MS.;KAYLEE;BAKER;1968-06-24;S;F;kaylee39@adventure-works.com;60000;0;Bachelors;Professional;N
11705;MRS.;BROOKE;RICHARDSON;1968-05-21;S;F;brooke9@adventure-works.com;60000;2;Graduate Degree;Professional;Y
11706;MR.;BLAKE;PEREZ;1963-02-14;M;M;blake39@adventure-works.com;60000;4;Bachelors;Professional;Y
11707;MRS.;NATALIE;COOK;1963-12-22;S;F;natalie5@adventure-works.com;60000;4;Bachelors;Professional;Y
11708;MRS.;ELIZABETH;WEISMAN;1963-09-19;S;F;elizabeth6@adventure-works.com;60000;4;Bachelors;Professional;Y
11709;MRS.;HAILEY;COLLINS;1963-02-19;S;F;hailey45@adventure-works.com;60000;3;Graduate Degree;Professional;N
11710;MRS.;ZOE;RAMIREZ;1962-03-20;M;F;zoe6@adventure-works.com;40000;3;High School;Skilled Manual;Y
11711;MR.;DANIEL;DAVIS;1962-12-08;S;M;daniel23@adventure-works.com;70000;1;Bachelors;Professional;N
11712;MRS.;SHELBY;ROGERS;1962-11-03;M;F;shelby19@adventure-works.com;70000;1;Partial College;Skilled Manual;Y
11713;MR.;KYLE;ZHANG;1962-03-20;M;M;kyle19@adventure-works.com;70000;1;Partial College;Skilled Manual;Y
11714;MRS.;ALEXANDRIA;LONG;1962-10-18;M;F;alexandria9@adventure-works.com;70000;1;Partial College;Skilled Manual;Y
11715;MRS.;CHLOE;ROBINSON;1962-09-21;M;F;chloe28@adventure-works.com;70000;1;Partial College;Skilled Manual;Y
11716;MR.;EVAN;KELLY;1961-10-21;S;M;evan2@adventure-works.com;40000;4;High School;Skilled Manual;Y
11717;MR.;MARCUS;JONES;1961-09-02;M;M;marcus3@adventure-works.com;60000;1;Partial College;Skilled Manual;N
11718;MRS.;SARAH;JONES;1961-11-14;M;F;sarah5@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
11719;MR.;BLAKE;GREEN;1960-05-08;M;M;blake32@adventure-works.com;40000;4;High School;Skilled Manual;Y
11720;MRS.;MORGAN;MORRIS;1960-03-26;M;F;morgan48@adventure-works.com;40000;4;High School;Skilled Manual;Y
11721;MRS.;JENNIFER;ALEXANDER;1960-01-22;M;F;jennifer92@adventure-works.com;40000;4;High School;Skilled Manual;Y
11722;MR.;JULIAN;HUGHES;1960-07-02;M;M;julian13@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
11723;MR.;LUKE;COLEMAN;1967-08-21;S;M;luke24@adventure-works.com;70000;0;Partial College;Skilled Manual;N
11724;MR.;JASON;CARTER;1967-04-15;S;M;jason39@adventure-works.com;70000;0;Partial College;Skilled Manual;N
11725;MR.;JOSE;LI;1967-09-17;S;M;jose20@adventure-works.com;70000;0;Partial College;Skilled Manual;N
11726;MR.;MICAH;LIANG;1967-07-17;S;M;micah4@adventure-works.com;70000;0;Partial College;Skilled Manual;N
11727;MR.;BENJAMIN;TAYLOR;1967-07-09;S;M;benjamin43@adventure-works.com;60000;0;Graduate Degree;Professional;N
11728;MR.;LOGAN;WHITE;1960-01-07;M;M;logan64@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
11729;MR.;CALEB;CAMPBELL;1960-05-06;M;M;caleb36@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
11730;MRS.;EMMA;TORRES;1960-10-02;M;F;emma40@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
11731;MRS.;TANYA;GILL;1960-08-19;M;F;tanya10@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
11732;MR.;ERICK;SANCHEZ;1959-02-08;M;M;erick20@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
11733;MRS.;KRISTI;SCHMIDT;1959-07-27;M;F;kristi27@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
11734;MR.;OMAR;CHEN;1959-08-25;M;M;omar2@adventure-works.com;60000;1;Partial College;Skilled Manual;N
11735;MRS.;SYDNEY;GRAY;1959-01-22;M;F;sydney16@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
11736;MR.;SEBASTIAN;SANCHEZ;1959-09-25;M;M;sebastian16@adventure-works.com;60000;1;Partial College;Skilled Manual;N
11737;MRS.;MEGAN;MARTIN;1959-02-08;M;F;megan17@adventure-works.com;60000;4;Bachelors;Professional;Y
11738;MR.;ELIJAH;ALEXANDER;1959-10-09;M;M;elijah20@adventure-works.com;60000;4;Bachelors;Professional;Y
11739;MR.;AARON;KING;1959-05-14;M;M;aaron51@adventure-works.com;70000;2;Graduate Degree;Professional;Y
11740;MRS.;JAN;HALL;1959-04-24;M;F;jan18@adventure-works.com;70000;5;Graduate Degree;Professional;N
11741;MRS.;TAMARA;CHANDER;1959-07-26;M;F;tamara27@adventure-works.com;80000;4;Graduate Degree;Professional;Y
11742;MR.;EDWARD;LEWIS;1958-11-02;S;M;edward43@adventure-works.com;60000;3;Bachelors;Professional;N
11743;MR.;CHASE;KELLY;1958-03-16;M;M;chase3@adventure-works.com;60000;1;Bachelors;Professional;Y
11744;MRS.;STEPHANIE;CAMPBELL;1958-09-07;M;F;stephanie54@adventure-works.com;60000;1;Bachelors;Professional;Y
11745;MRS.;ALLISON;GONZALEZ;1958-10-13;M;F;allison31@adventure-works.com;60000;1;Bachelors;Professional;Y
11746;MR.;SETH;BROOKS;1958-12-01;S;M;seth74@adventure-works.com;60000;1;Bachelors;Professional;Y
11747;MRS.;DESTINY;DAVIS;1958-02-09;M;F;destiny5@adventure-works.com;70000;5;Graduate Degree;Professional;Y
11748;MR.;BLAKE;HILL;1958-07-18;M;M;blake30@adventure-works.com;70000;5;Graduate Degree;Professional;Y
11749;MR.;EDUARDO;JACKSON;1969-09-13;M;M;eduardo10@adventure-works.com;80000;4;Graduate Degree;Management;N
11750;MRS.;LATOYA;SHE;1968-03-24;M;F;latoya0@adventure-works.com;60000;2;Bachelors;Professional;Y
11751;MRS.;VICTORIA;GONZALES;1970-07-17;M;F;victoria63@adventure-works.com;80000;4;Graduate Degree;Management;Y
11752;MRS.;LAUREN;BRYANT;1970-05-07;M;F;lauren64@adventure-works.com;80000;4;Graduate Degree;Management;Y
11753;MRS.;FELICIA;ORTEGA;1970-03-18;M;F;felicia20@adventure-works.com;80000;4;Graduate Degree;Management;Y
11754;MRS.;JANET;ORTEGA;1970-07-08;M;F;janet27@adventure-works.com;90000;2;Bachelors;Professional;Y
11755;MR.;WILLIE;PAL;1968-05-15;M;M;willie31@adventure-works.com;60000;2;Bachelors;Professional;Y
11756;MRS.;LINDA;ORTEGA;1968-09-13;S;F;linda37@adventure-works.com;60000;2;Bachelors;Professional;N
11757;MR.;VINCENT;CAI;1968-05-14;M;M;vincent21@adventure-works.com;70000;5;Bachelors;Professional;Y
11758;MR.;COLIN;YUAN;1968-12-22;M;M;colin30@adventure-works.com;70000;5;Bachelors;Professional;Y
11759;MRS.;DAWN;NATH;1969-11-22;M;F;dawn42@adventure-works.com;110000;1;Graduate Degree;Management;N
11760;MRS.;MELODY;MORENO;1967-10-27;M;F;melody7@adventure-works.com;70000;5;Bachelors;Professional;Y
11761;MR.;EDGAR;MEHTA;1967-04-19;S;M;edgar15@adventure-works.com;70000;5;Bachelors;Professional;Y
11762;MR.;RANDALL;GOMEZ;1967-08-24;M;M;randall2@adventure-works.com;70000;5;Bachelors;Professional;Y
11763;MR.;ROSS;FERNANDEZ;1967-02-11;M;M;ross15@adventure-works.com;80000;5;Graduate Degree;Management;Y
11764;MRS.;JESSIE;RAMOS;1967-07-17;S;F;jessie36@adventure-works.com;80000;5;Graduate Degree;Management;Y
11765;MR.;MARC;TORRES;1966-10-11;M;M;marc15@adventure-works.com;80000;5;Bachelors;Professional;Y
11766;MS.;CANDACE;RAMAN;1966-07-04;S;F;candace12@adventure-works.com;90000;0;Bachelors;Professional;N
11767;MS.;MEAGAN;MADAN;1966-05-24;S;F;meagan8@adventure-works.com;90000;0;Bachelors;Professional;N
11768;MR.;CLAYTON;NARA;1966-10-08;M;M;clayton34@adventure-works.com;90000;2;Bachelors;Professional;Y
11769;MS.;HALEY;HERNANDEZ;1973-08-17;S;F;haley53@adventure-works.com;50000;0;Graduate Degree;Skilled Manual;Y
11770;MR.;PETER;NARA;1973-08-23;S;M;peter21@adventure-works.com;50000;0;Graduate Degree;Skilled Manual;N
11771;MR.;ISAAC;RIVERA;1973-10-08;S;M;isaac16@adventure-works.com;50000;0;Graduate Degree;Skilled Manual;N
11772;MR.;CAMERON;MOORE;1973-01-24;M;M;cameron48@adventure-works.com;50000;1;Graduate Degree;Skilled Manual;Y
11773;MR.;GAVIN;DIAZ;1973-07-06;S;M;gavin20@adventure-works.com;50000;1;Graduate Degree;Skilled Manual;Y
11774;MRS.;EMMA;SANCHEZ;1973-04-12;M;F;emma25@adventure-works.com;50000;1;Graduate Degree;Skilled Manual;Y
11775;MRS.;SIERRA;ROBERTS;1973-05-25;S;F;sierra3@adventure-works.com;50000;1;Graduate Degree;Skilled Manual;Y
11776;MR.;SETH;MITCHELL;1973-07-03;M;M;seth38@adventure-works.com;50000;1;Graduate Degree;Skilled Manual;Y
11777;MRS.;MIRANDA;LONG;1972-07-24;S;F;miranda9@adventure-works.com;40000;1;Graduate Degree;Skilled Manual;Y
11778;MRS.;HALEY;HENDERSON;1971-03-21;S;F;haley24@adventure-works.com;60000;1;Graduate Degree;Skilled Manual;Y
11779;MRS.;SARAH;JACKSON;1971-07-19;S;F;sarah14@adventure-works.com;60000;1;Graduate Degree;Skilled Manual;Y
11780;MRS.;JESSICA;ALEXANDER;1971-11-20;S;F;jessica43@adventure-works.com;60000;1;Graduate Degree;Skilled Manual;Y
11781;MR.;CARLOS;GRAY;1971-03-10;M;M;carlos7@adventure-works.com;60000;1;Graduate Degree;Skilled Manual;Y
11782;MRS.;BARBARA;JAI;1971-03-17;M;F;barbara42@adventure-works.com;60000;1;Graduate Degree;Skilled Manual;Y
11783;MRS.;SARA;MITCHELL;1971-11-17;M;F;sara37@adventure-works.com;60000;1;Graduate Degree;Skilled Manual;Y
11784;MR.;JOSE;TURNER;1972-12-19;M;M;jose42@adventure-works.com;40000;1;Graduate Degree;Skilled Manual;Y
11785;MR.;THEODORE;DIAZ;1972-02-25;M;M;theodore3@adventure-works.com;40000;1;Bachelors;Skilled Manual;Y
11786;MR.;IAN;MURPHY;1972-09-13;S;M;ian82@adventure-works.com;60000;1;Graduate Degree;Skilled Manual;Y
11787;MR.;JERRY;NATH;1972-09-05;M;M;jerry20@adventure-works.com;60000;1;Graduate Degree;Skilled Manual;Y
11788;MRS.;DESTINY;JAMES;1972-02-19;S;F;destiny43@adventure-works.com;70000;1;Graduate Degree;Professional;Y
11789;MRS.;BAILEY;PHILLIPS;1970-02-20;M;F;bailey27@adventure-works.com;50000;1;Bachelors;Skilled Manual;Y
11790;MR.;TIMOTHY;GONZALEZ;1970-05-21;M;M;timothy34@adventure-works.com;50000;1;Bachelors;Skilled Manual;Y
11791;MR.;CHASE;MORGAN;1970-04-21;M;M;chase13@adventure-works.com;60000;1;Graduate Degree;Professional;Y
11792;MRS.;ALEXIA;PERRY;1969-05-27;M;F;alexia7@adventure-works.com;40000;1;Bachelors;Skilled Manual;Y
11793;MR.;XAVIER;ROGERS;1969-03-20;M;M;xavier87@adventure-works.com;40000;1;Bachelors;Skilled Manual;Y
11794;MRS.;LAUREN;ROSS;1969-11-01;S;F;lauren51@adventure-works.com;40000;2;Bachelors;Skilled Manual;Y
11795;MRS.;NICOLE;THOMAS;1969-02-15;S;F;nicole11@adventure-works.com;40000;2;Bachelors;Skilled Manual;Y
11796;MRS.;ISABEL;JENKINS;1969-02-07;S;F;isabel7@adventure-works.com;40000;2;Bachelors;Skilled Manual;N
11797;MR.;DEVIN;COLEMAN;1969-03-07;S;M;devin44@adventure-works.com;40000;2;Bachelors;Skilled Manual;Y
11798;MR.;BRENDAN;CHANDE;1969-02-12;M;M;brendan13@adventure-works.com;40000;2;Bachelors;Skilled Manual;Y
11799;MR.;JESSIE;WANG;1969-09-13;M;M;jessie7@adventure-works.com;40000;2;Bachelors;Skilled Manual;Y
11800;MRS.;JENNIFER;BAKER;1969-11-07;M;F;jennifer19@adventure-works.com;60000;1;Graduate Degree;Professional;Y
11801;MR.;AARON;SHARMA;1969-09-16;M;M;aaron30@adventure-works.com;60000;1;Graduate Degree;Professional;Y
11802;MRS.;MADISON;TAYLOR;1971-08-09;M;F;madison9@adventure-works.com;60000;1;Graduate Degree;Professional;Y
11803;MRS.;JAN;HERNANDEZ;1971-09-12;S;F;jan15@adventure-works.com;60000;1;Graduate Degree;Professional;Y
11804;MRS.;HALEY;TURNER;1971-04-18;M;F;haley44@adventure-works.com;60000;1;Graduate Degree;Professional;Y
11805;MR.;RICHARD;GREEN;1971-03-12;M;M;richard25@adventure-works.com;70000;2;Graduate Degree;Professional;Y
11806;MRS.;JENNIFER;STEWART;1971-08-10;M;F;jennifer52@adventure-works.com;70000;2;Graduate Degree;Professional;Y
11807;MR.;LUCAS;BAKER;1971-09-04;M;M;lucas48@adventure-works.com;70000;3;Graduate Degree;Professional;Y
11808;MR.;JAMES;PARKER;1969-04-12;M;M;james57@adventure-works.com;60000;1;Graduate Degree;Professional;Y
11809;MR.;JUAN;GRAY;1968-01-02;M;M;juan16@adventure-works.com;60000;2;Bachelors;Skilled Manual;Y
11810;MR.;ANTONIO;WASHINGTON;1967-01-07;S;M;antonio13@adventure-works.com;40000;0;Bachelors;Professional;N
11811;MS.;ABIGAIL;BROOKS;1967-06-15;S;F;abigail22@adventure-works.com;40000;0;Bachelors;Professional;Y
11812;MR.;ANDREW;RODRIGUEZ;1967-09-22;M;M;andrew27@adventure-works.com;40000;0;Bachelors;Professional;N
11813;MS.;MARY;PATTERSON;1967-11-12;M;F;mary40@adventure-works.com;40000;0;Bachelors;Professional;N
11814;MR.;DALTON;MORGAN;1970-07-08;M;M;dalton84@adventure-works.com;60000;2;Graduate Degree;Professional;Y
11815;MRS.;HANNAH;PATTERSON;1970-04-24;M;F;hannah33@adventure-works.com;70000;3;Graduate Degree;Professional;Y
11816;MR.;JOE;TORRES;1970-10-23;M;M;joe35@adventure-works.com;70000;4;Graduate Degree;Professional;Y
11817;MRS.;MORGAN;MILLER;1970-11-27;S;F;morgan29@adventure-works.com;70000;4;Graduate Degree;Professional;Y
11818;MR.;DANIEL;GARCIA;1970-04-22;M;M;daniel8@adventure-works.com;70000;4;Graduate Degree;Professional;Y
11819;MR.;JOSE;LAL;1967-10-10;M;M;jose23@adventure-works.com;70000;2;Bachelors;Skilled Manual;Y
11820;MS.;KATELYN;LOPEZ;1966-08-26;M;F;katelyn45@adventure-works.com;60000;0;Graduate Degree;Professional;Y
11821;MR.;AUSTIN;JOHNSON;1966-04-15;M;M;austin40@adventure-works.com;60000;0;Graduate Degree;Professional;Y
11822;MS.;ROHINTON;WADIA;1966-06-13;M;F;rohinton1@adventure-works.com;60000;0;Graduate Degree;Professional;Y
11823;MS.;MORGAN;TURNER;1966-10-24;M;F;morgan3@adventure-works.com;70000;0;Graduate Degree;Professional;Y
11824;MRS.;JILL;MARTIN;1966-10-07;M;F;jill6@adventure-works.com;70000;4;Graduate Degree;Professional;Y
11825;MRS.;AIMEE;SHE;1966-05-18;S;F;aimee17@adventure-works.com;70000;5;Graduate Degree;Professional;Y
11826;MRS.;JESSIE;ALONSO;1966-02-15;M;F;jessie6@adventure-works.com;70000;5;Graduate Degree;Professional;Y
11827;MRS.;SARA;BAKER;1969-09-20;M;F;sara43@adventure-works.com;60000;2;Graduate Degree;Professional;Y
11828;MRS.;KATHERINE;MARTINEZ;1969-06-08;M;F;katherine88@adventure-works.com;70000;5;Graduate Degree;Professional;Y
11829;MRS.;SOPHIA;CAMPBELL;1969-11-02;M;F;sophia5@adventure-works.com;70000;5;Graduate Degree;Professional;Y
11830;MRS.;TAYLOR;GARCIA;1969-01-15;M;F;taylor63@adventure-works.com;80000;3;Graduate Degree;Professional;Y
11831;MR.;CHRISTIAN;ROSS;1969-11-24;M;M;christian18@adventure-works.com;80000;3;Graduate Degree;Professional;Y
11832;MS.;ZOE;MURPHY;1965-04-05;S;F;zoe13@adventure-works.com;40000;0;Bachelors;Professional;N
11833;MR.;OSCAR;PRICE;1965-07-23;M;M;oscar9@adventure-works.com;80000;3;Bachelors;Skilled Manual;Y
11834;MR.;FERNANDO;FLORES;1965-10-25;S;M;fernando55@adventure-works.com;80000;3;Bachelors;Skilled Manual;N
11835;MR.;ELIJAH;RUSSELL;1965-06-19;S;M;elijah21@adventure-works.com;80000;3;Bachelors;Skilled Manual;Y
11836;MR.;GARRETT;TRAVERS;1965-04-27;M;M;garrett9@adventure-works.com;80000;3;Bachelors;Skilled Manual;Y
11837;MRS.;HALEY;ALEXANDER;1965-08-09;S;F;haley38@adventure-works.com;80000;3;Bachelors;Skilled Manual;Y
11838;MR.;JUSTIN;RODRIGUEZ;1965-02-09;S;M;justin48@adventure-works.com;80000;3;Bachelors;Skilled Manual;N
11839;MR.;TYLER;BROWN;1965-07-25;S;M;tyler9@adventure-works.com;60000;0;Graduate Degree;Professional;Y
11840;MR.;JULIAN;PATTERSON;1965-05-17;M;M;julian12@adventure-works.com;60000;0;Graduate Degree;Professional;Y
11841;MR.;SEAN;NELSON;1964-03-16;M;M;sean41@adventure-works.com;40000;0;Bachelors;Professional;N
11842;MR.;JUSTIN;WILSON;1964-10-04;S;M;justin38@adventure-works.com;50000;4;Bachelors;Skilled Manual;Y
11843;MRS.;CHRISTY;NARA;1964-11-11;S;F;christy34@adventure-works.com;50000;4;Bachelors;Skilled Manual;N
11844;MRS.;MICHELE;ALVAREZ;1964-04-08;S;F;michele39@adventure-works.com;50000;4;Bachelors;Skilled Manual;Y
11845;MRS.;NATALIE;JONES;1924-08-18;S;F;natalie71@adventure-works.com;30000;2;High School;Skilled Manual;N
11846;MRS.;SAVANNAH;REED;1964-06-15;S;F;savannah18@adventure-works.com;50000;4;Bachelors;Skilled Manual;Y
11847;MRS.;CASSIDY;DIAZ;1964-12-01;S;F;cassidy23@adventure-works.com;50000;4;Bachelors;Skilled Manual;N
11848;MR.;JOSHUA;LEWIS;1964-02-28;M;M;joshua23@adventure-works.com;50000;4;Bachelors;Skilled Manual;Y
11849;MRS.;FAITH;REED;1964-09-13;S;F;faith36@adventure-works.com;50000;4;Bachelors;Skilled Manual;Y
11850;MRS.;BROOKE;RAMIREZ;1964-03-23;S;F;brooke7@adventure-works.com;50000;4;Bachelors;Skilled Manual;Y
11851;MRS.;JADA;MITCHELL;1963-09-08;S;F;jada23@adventure-works.com;60000;4;Bachelors;Professional;Y
11852;MR.;KYLE;RUSSELL;1963-10-25;S;M;kyle15@adventure-works.com;60000;4;Bachelors;Professional;N
11853;MS.;GRACE;JONES;1968-11-18;S;F;grace2@adventure-works.com;60000;0;Bachelors;Professional;Y
11854;MR.;JASON;MITCHELL;1968-04-18;S;M;jason40@adventure-works.com;60000;2;Graduate Degree;Professional;N
11855;MR.;CHRISTIAN;WALKER;1963-08-13;M;M;christian44@adventure-works.com;60000;4;Bachelors;Professional;Y
11856;MR.;SETH;HERNANDEZ;1963-08-17;M;M;seth26@adventure-works.com;60000;3;Graduate Degree;Professional;Y
11857;MRS.;ISABELLA;YOUNG;1963-03-12;S;F;isabella56@adventure-works.com;60000;3;Graduate Degree;Professional;N
11858;MR.;JORDAN;COLEMAN;1962-12-07;M;M;jordan2@adventure-works.com;40000;3;High School;Skilled Manual;Y
11860;MRS.;NICOLE;WALKER;1962-01-09;M;F;nicole23@adventure-works.com;70000;1;Partial College;Skilled Manual;Y
11861;MRS.;KATHERINE;CARTER;1962-04-24;M;F;katherine58@adventure-works.com;70000;1;Partial College;Skilled Manual;Y
11862;MRS.;OLIVIA;PETERSON;1961-09-15;S;F;olivia40@adventure-works.com;40000;4;High School;Skilled Manual;Y
11863;MRS.;JESSICA;WOOD;1961-10-11;M;F;jessica26@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
11864;MRS.;ELIZABETH;THOMPSON;1961-09-06;M;F;elizabeth19@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
11865;MRS.;CHLOE;RIVERA;1961-02-06;M;F;chloe54@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
11866;MR.;LUCAS;SCOTT;1961-07-02;M;M;lucas46@adventure-works.com;60000;1;Partial College;Skilled Manual;N
11867;MR.;NATHANIEL;JAMES;1960-04-24;M;M;nathaniel0@adventure-works.com;40000;4;High School;Skilled Manual;Y
11868;MS.;JESSICA;PETERSON;1967-08-04;S;F;jessica17@adventure-works.com;70000;0;Partial College;Skilled Manual;Y
11869;MS.;KAITLYN;ADAMS;1967-11-06;S;F;kaitlyn13@adventure-works.com;70000;0;Partial College;Skilled Manual;N
11870;MS.;JILLIAN;GARCIA;1967-07-14;S;F;jillian15@adventure-works.com;70000;0;Partial College;Skilled Manual;N
11871;MR.;DALTON;BENNETT;1967-08-16;S;M;dalton46@adventure-works.com;70000;0;Partial College;Skilled Manual;N
11872;MS.;FAITH;PATTERSON;1967-07-21;S;F;faith9@adventure-works.com;60000;0;Graduate Degree;Professional;N
11873;MR.;RYAN;ZHANG;1967-04-12;M;M;ryan27@adventure-works.com;60000;0;Graduate Degree;Professional;N
11874;MR.;ADRIAN;BELL;1967-03-10;S;M;adrian15@adventure-works.com;60000;0;Bachelors;Professional;N
11875;MR.;JONATHAN;BROWN;1960-08-03;M;M;jonathan54@adventure-works.com;60000;1;Partial College;Skilled Manual;N
11876;MRS.;MADISON;WHITE;1960-11-13;M;F;madison13@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
11877;MRS.;ALEXIS;DIAZ;1960-10-07;M;F;alexis45@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
11878;MRS.;CHRISTINE;NARA;1960-02-08;M;F;christine12@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
11879;MR.;EDGAR;SAI;1960-10-03;M;M;edgar6@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
11880;MRS.;MELISSA;SANCHEZ;1959-08-20;M;F;melissa40@adventure-works.com;60000;1;Partial College;Skilled Manual;Y
11881;MR.;RICHARD;MITCHELL;1959-07-24;M;M;richard30@adventure-works.com;60000;4;Bachelors;Professional;Y
11882;MR.;PATRICK;STEWART;1959-03-12;M;M;patrick27@adventure-works.com;60000;4;Bachelors;Professional;Y
11883;MRS.;HANNAH;ANDERSON;1959-08-14;M;F;hannah9@adventure-works.com;70000;5;Graduate Degree;Professional;Y
11884;MRS.;LATOYA;SHEN;1959-04-26;M;F;latoya2@adventure-works.com;80000;5;Graduate Degree;Professional;Y
11885;MR.;KURT;SHARMA;1959-09-25;M;M;kurt9@adventure-works.com;80000;2;Graduate Degree;Professional;Y
11886;MRS.;KATELYN;PARKER;1958-01-20;M;F;katelyn30@adventure-works.com;60000;3;Bachelors;Professional;Y
11887;MR.;JOSEPH;WHITE;1958-04-05;M;M;joseph19@adventure-works.com;60000;1;Bachelors;Professional;Y
11888;MR.;AARON;ROSS;1958-12-22;M;M;aaron3@adventure-works.com;60000;1;Bachelors;Professional;Y
11889;MR.;BLAKE;PATTERSON;1958-05-28;S;M;blake58@adventure-works.com;60000;1;Bachelors;Professional;Y
11890;MRS.;WHITNEY;LOPEZ;1958-11-15;M;F;whitney15@adventure-works.com;70000;5;Graduate Degree;Professional;Y
11891;MRS.;JAMIE;LIANG;1958-09-17;M;F;jamie20@adventure-works.com;70000;5;Graduate Degree;Professional;Y
11892;MR.;JULIO;ORTEGA;1969-10-08;M;M;julio23@adventure-works.com;90000;1;Graduate Degree;Management;Y
11893;MR.;ORLANDO;CARLSON;1969-02-09;M;M;orlando18@adventure-works.com;90000;2;Graduate Degree;Management;Y
11894;MRS.;ANN;GONZALEZ;1969-05-04;M;F;ann23@adventure-works.com;100000;1;Graduate Degree;Management;Y
11895;MR.;DUSTIN;CHANDER;1969-07-21;M;M;dustin16@adventure-works.com;100000;1;Graduate Degree;Management;Y
11896;MR.;FRANK;CARLSON;1969-11-18;M;M;frank26@adventure-works.com;100000;1;Graduate Degree;Management;Y
11897;MR.;ORLANDO;ASHE;1968-11-28;S;M;orlando5@adventure-works.com;60000;2;Bachelors;Professional;N
11898;MRS.;ANGELA;HENDERSON;1970-07-03;M;F;angela7@adventure-works.com;80000;4;Graduate Degree;Management;Y
11899;MRS.;BRENDA;PEREZ;1970-09-16;S;F;brenda25@adventure-works.com;80000;4;Graduate Degree;Management;Y
11900;MR.;BYRON;CARLSON;1970-03-07;S;M;byron12@adventure-works.com;90000;2;Bachelors;Professional;Y
11901;MRS.;STACY;ALVAREZ;1968-02-19;S;F;stacy6@adventure-works.com;60000;2;Bachelors;Professional;N
11902;MR.;DREW;PAL;1967-03-18;M;M;drew13@adventure-works.com;70000;5;Bachelors;Professional;Y
11903;MRS.;KATE;RAJI;1969-04-27;S;F;kate18@adventure-works.com;110000;1;Graduate Degree;Management;Y
11904;MRS.;KAYLEE;COOK;1969-11-09;S;F;kaylee18@adventure-works.com;110000;1;Graduate Degree;Management;Y
11905;MR.;ISAIAH;RAMIREZ;1969-06-16;S;M;isaiah6@adventure-works.com;110000;1;Graduate Degree;Management;Y
11906;MRS.;GABRIELLA;SANDERS;1967-02-18;M;F;gabriella1@adventure-works.com;80000;5;Graduate Degree;Management;Y
11907;MRS.;SARAH;GARCIA;1967-09-08;S;F;sarah18@adventure-works.com;80000;5;Graduate Degree;Management;Y
11908;MR.;RAFAEL;TANG;1966-07-11;S;M;rafael27@adventure-works.com;80000;5;Graduate Degree;Management;Y
11909;MRS.;NICHOLE;SHE;1966-02-10;M;F;nichole0@adventure-works.com;80000;5;Graduate Degree;Management;N
11910;MRS.;JACLYN;ZHENG;1966-06-12;M;F;jaclyn21@adventure-works.com;80000;5;Graduate Degree;Management;Y
11911;MRS.;RACHAEL;KAPOOR;1966-11-16;M;F;rachael1@adventure-works.com;80000;5;Graduate Degree;Management;Y
11912;MRS.;RACHAEL;SAI;1965-12-17;S;F;rachael5@adventure-works.com;60000;3;Bachelors;Professional;Y
11913;MRS.;REBECCA;ROBINSON;1965-06-11;M;F;rebecca3@adventure-works.com;60000;3;Bachelors;Professional;Y
11914;MS.;MEAGAN;RANA;1968-05-08;S;F;meagan11@adventure-works.com;70000;0;Bachelors;Professional;N
11915;MR.;PHILIP;CARLSON;1968-03-16;S;M;philip17@adventure-works.com;70000;0;Bachelors;Professional;Y
11916;MR.;JOE;RANA;1965-09-07;S;M;joe14@adventure-works.com;70000;0;Bachelors;Professional;N
11917;MR.;ROY;SANZ;1965-10-22;S;M;roy40@adventure-works.com;70000;0;Bachelors;Professional;Y
11918;MRS.;KAYLEE;HILL;1964-03-03;M;F;kaylee35@adventure-works.com;60000;3;Bachelors;Professional;Y
11919;MR.;WARREN;ANDERSEN;1964-02-18;M;M;warren2@adventure-works.com;60000;4;Bachelors;Professional;Y
11920;MRS.;ADRIENNE;GOMEZ;1964-02-28;S;F;adrienne1@adventure-works.com;60000;4;Bachelors;Professional;Y
